"","AT","V","AP","RH","Output"
"6776",14.79,41.04,1025.32,75.81,456.97
"6777",18.28,44.2,1018.83,52.88,458.59
"6778",26.9,69.59,1008.9,85.08,434.1
"6779",21.83,63.87,1018.93,63.07,452.21
"6780",21.85,59.8,1016.89,75.28,454.26
"6781",7.95,40.72,1023.7,84.19,486.14
"6782",16.09,50.59,1015.69,84.41,463.64
"6783",13.72,54.3,1017.89,79.08,467.05
"6784",9.56,41.55,1002.67,70.27,481.24
"6785",16.24,41.93,1021.66,44.91,467.69
"6786",31.91,67.83,1008.76,53.22,425.28
"6787",7.73,39.04,1018.61,68.23,482.39
"6788",28.35,71.14,1010.65,60.38,429.21
"6789",19.6,60.95,1015.4,84.26,456.06
"6790",14.13,41.23,994.6,93.02,467.84
"6791",16.84,56.03,1020.25,70.37,437.14
"6792",14.76,43.79,1016.17,75.72,464.14
"6793",28.43,68.08,1011.32,58.19,433.05
"6794",23.71,50.23,1017.55,73.24,458.59
"6795",19.44,48.7,1008.66,94.71,444.9
"6796",22.78,71.77,1005.26,89.23,435.46
"6797",32.84,77.95,1014.68,45.8,431.97
"6798",18.06,56.65,1020.2,81.59,459.14
"6799",16.41,47.24,1015.75,88.78,457.94
"6800",10.05,41.58,1021.35,95.19,469.03
"6801",24.06,71.25,1002.39,92.18,438.85
"6802",8.63,39.96,1024.39,99.47,475.79
"6803",29.77,69.48,1009.8,52.6,432.69
"6804",9.2,40.77,1011.88,89.86,479.82
"6805",20.18,43.56,1013.14,39.16,462.8
"6806",16.26,38.58,1016.04,76.7,462.54
"6807",15,41.35,1006.6,86.95,467.71
"6808",4,39.9,1009.64,97.16,490.79
"6809",17.47,58.59,1014.03,97.13,449.41
"6810",4.78,42.85,1013.39,93.36,481.47
"6811",25.33,73.21,1002.19,97.24,433.43
"6812",7.03,41.74,1021.92,86.44,486.91
"6813",31.33,73.03,1014.18,49.28,438.49
"6814",6.76,37.49,1011.66,80.91,484.85
"6815",4.61,40.27,1012.32,77.28,492.85
"6816",23.21,73.42,1010.34,88.29,439.66
"6817",23.28,48.92,1010.23,41.55,449.27
"6818",5.95,37.8,1022.03,67.97,479.2
"6819",3.21,38.44,1017.11,84.86,492.93
"6820",28.5,73.77,1002.82,86.38,431.7
"6821",12.93,41.39,1018.5,80.28,472.57
"6822",21.04,69.48,1011.07,89.92,439.53
"6823",23.84,49.21,1013.35,45.4,446.54
"6824",18.79,49.15,1021.69,70.16,458.75
"6825",13.83,44.45,1021.5,68.75,462.6
"6826",32.78,71.22,1005.12,48.77,438.77
"6827",24.79,75.6,1017.07,68.23,440.05
"6828",5.49,40.81,1014.43,90.41,487.36
"6829",21.67,61.45,1010.84,92.19,443.82
"6830",12.02,41.92,1030.1,84.45,465.82
"6831",10.46,41.06,1021.41,82.34,481.47
"6832",16,40.66,1016.12,89.23,457.12
"6833",29.35,68.51,1007.63,70.67,430.22
"6834",20.92,70.02,1011.06,85.63,437.96
"6835",32.39,74.16,1008.53,61.09,431.17
"6836",11.57,41.38,1021.71,61.49,473.94
"6837",19.13,66.86,1012.95,71.24,453.31
"6838",30.57,73.03,1013.75,73.68,437.42
"6839",8.27,40.69,1020.13,86.1,484.97
"6840",18.43,57.76,1016.13,87.34,452.65
"6841",29.79,67.69,1006.86,55.93,428.71
"6842",24.7,58.82,1009.4,75.91,442.98
"6843",13.57,41.4,1021.27,72.55,464.23
"6844",28.28,61.86,1012.07,64.49,439.65
"6845",32.07,67.83,1007.91,41.61,429.31
"6846",19.1,43.79,1016.02,77.34,462.28
"6847",22.69,54.2,1012.92,65.55,444.26
"6848",27.44,59.74,1010.99,56.42,452
"6849",9.81,71.14,1019.43,87.93,469.64
"6850",26.05,65.27,1013.69,56.46,440.75
"6851",25.96,71.64,1003.84,86.83,432.93
"6852",13.79,45.08,1025.02,84.36,469.55
"6853",20.13,43.43,1009.75,66.16,453.47
"6854",13.99,45,1023.83,77.92,472.55
"6855",23,57.76,1017.64,56.86,451.39
"6856",20.37,60.08,1017.44,76.33,454.47
"6857",19.16,63.09,1017.71,91.15,449.51
"6858",10.8,41.74,1020.24,78.62,479.32
"6859",19.12,45.01,1014,59.95,453.24
"6860",14.46,44.78,1007.64,67.03,459.31
"6861",17.75,49.78,1004.49,100.09,452.02
"6862",33.15,68.51,1012.9,51.91,428.89
"6863",32.16,68.14,1004.86,37.77,429.64
"6864",32.66,73.68,1014.64,40.88,425.17
"6865",24.34,66.05,1019.26,74.58,440.67
"6866",31.93,72.58,1006.9,56.27,425.14
"6867",9.18,42.18,1017.4,87.3,475.57
"6868",28.57,62.26,1010.75,62.12,437.41
"6869",16.63,53.82,1015.18,66.09,458.29
"6870",17.25,43.14,1018.34,76.17,462.8
"6871",32.06,69.88,1006.88,63.53,432.47
"6872",19.72,66.51,1015.07,74.7,458.07
"6873",10.22,41.74,1022.65,83.58,479.01
"6874",21.78,68.28,1001,79.3,443.24
"6875",16.34,47.45,1009.41,92.96,448.59
"6876",10.29,41.74,1019.9,80.51,480.62
"6877",13.5,44.92,1023.87,87.17,468.85
"6878",13.88,39.16,1010.8,75.69,464.37
"6879",31.26,76.09,1006.66,63.91,430.36
"6880",13.55,40.1,1015.7,86.68,474.59
"6881",12.8,44.9,1007.58,66.6,466.95
"6882",26.96,72.86,1004.86,59.17,441.12
"6883",11.49,35.76,1019.08,60.04,472.45
"6884",12.27,41.17,1019.39,52.18,473.84
"6885",30.95,73.06,1008.86,74.86,431.77
"6886",13.7,44.47,1027.51,70.77,468.79
"6887",30.28,79.74,1006.96,70.21,433.45
"6888",8.61,37.49,1009.35,82.62,477.13
"6889",27.18,59.27,1012.57,64.18,439.69
"6890",19.8,52.9,1017.75,66.67,456.64
"6891",12.88,40.64,1020.76,92.58,474.58
"6892",14.19,39.52,1018.34,77.25,467.14
"6893",15.15,39.58,1011.94,73.63,466.78
"6894",28.8,73.4,1011.34,54.01,439.65
"6895",6.69,40.64,1020.54,92.83,483.01
"6896",26.43,58.41,1013.57,64.67,444.74
"6897",20.13,47.03,1012.59,83.03,459.15
"6898",14.24,39.52,1018.22,77.19,468.51
"6899",15.92,41.79,1006.24,79.42,458.68
"6900",30.74,73.67,1005.79,57.89,428.92
"6901",16.55,54.3,1017.95,60.84,460.59
"6902",16.39,41.96,1011.7,94.85,463.99
"6903",19.73,56.65,1020.7,69.49,457.46
"6904",14.62,43.99,1023.6,86.7,461.88
"6905",10.12,40,1021.33,95.29,476.03
"6906",26.1,44.57,1007.47,55.15,446.49
"6907",11.23,39.72,1018.46,60.62,475.04
"6908",27.24,69.13,1009.28,70.85,432.36
"6909",21.48,61.27,1019.29,61.43,450.88
"6910",27.52,66.25,1008.21,78.8,438.51
"6911",13.74,43.71,1025.45,86.62,465.24
"6912",18.65,52.08,1005.48,99.94,449.55
"6913",17.38,43.14,1011.09,61.9,459.02
"6914",15.25,41.17,1016,62.05,468.76
"6915",8.04,40.64,1020.64,89.26,477.78
"6916",26.59,66.49,1013.32,49.76,439.72
"6917",8.49,39.61,1021.05,87.74,483.94
"6918",25.15,57.32,1012.41,41.84,440.1
"6919",22.02,46.93,1014.32,55.92,451.92
"6920",23.23,63.31,1012.52,75.1,441.5
"6921",7.78,40.8,1026.7,85.61,488.54
"6922",12.93,39.58,1010.93,75.9,473.09
"6923",6.87,40.07,1017.91,57.64,491.4
"6924",30.35,71.32,1009.17,64.61,434.62
"6925",25.89,48.41,1008.49,68.58,440.92
"6926",8.11,41.92,1029.61,91.92,483.52
"6927",26.22,67.45,1013.7,44.04,440.17
"6928",12.64,41.49,1019.78,94,468.78
"6929",27.89,73.17,1009.85,64.22,432.83
"6930",21.11,58.66,1011.7,68.71,457.89
"6931",13.51,43.41,1015.94,75.22,463.86
"6932",25.07,77.95,1012.87,83,438.55
"6933",26.53,69.71,1009.88,76.26,446.17
"6934",16.13,43.48,1014.41,50.05,459.47
"6935",31.4,66.54,1003.55,57.73,425.91
"6936",22.65,57.85,1012.6,68.52,445.36
"6937",10.22,39.16,1015.71,96.2,478.45
"6938",22.72,65.61,1014.64,70.53,449.04
"6939",25.77,58.59,1012.51,55.84,449.65
"6940",13.6,39.82,1013.34,86.1,470.69
"6941",29.59,70.17,999.71,71,434.85
"6942",14.09,43.99,1021.02,94.39,468.09
"6943",13.67,40.71,1016.19,66.15,467.62
"6944",14.94,42.77,1018.9,73.95,462.67
"6945",14.77,41.39,1018.95,65.61,470.21
"6946",20.77,69.51,1012.96,62.89,442.82
"6947",12.75,42.86,1014.9,88.44,475.09
"6948",16.34,42.28,1008.08,52.8,463.29
"6949",14.24,41.16,1010.16,87,471
"6950",10.11,39.35,1015.19,90.74,479.83
"6951",23.38,59.07,1009.29,92.4,442.83
"6952",21.97,58.79,1010.93,86.7,448.8
"6953",17.66,62.1,1019.49,86.3,452.03
"6954",5.53,35.79,1011.19,94.01,484.64
"6955",23.48,73.67,1007.07,88.49,437.19
"6956",11.91,41.49,1019.69,96.39,470.07
"6957",10.17,40.46,1018.54,68.21,470.33
"6958",21.96,48.78,1019.56,85.05,451.58
"6959",23.63,73.5,1011.46,89.39,438.21
"6960",32.28,75.33,1002.14,62.49,433.42
"6961",30.08,67.25,1017.57,47.77,432.1
"6962",30.25,68.24,1006.58,31.9,432.05
"6963",29.8,64.69,1006.6,54.43,437.85
"6964",16.58,41.79,1006.24,72.95,452.95
"6965",16.98,53.16,1013.95,82.8,458.93
"6966",29.83,71.43,1011.93,55.8,439.34
"6967",6.13,40.81,1026.31,91.66,483.8
"6968",15.85,46.18,1013.14,97.8,462.88
"6969",13.27,40.27,1006.1,40.04,473.88
"6970",29.09,75.33,1001.61,71.06,433.29
"6971",18.96,50.16,1010.72,100.09,451.2
"6972",18.22,44.34,1019.35,56.78,469.27
"6973",19.07,44.63,1020.23,44.93,456.37
"6974",24.02,70.94,1008,79.55,441.57
"6975",24.35,70.04,1010.92,73.88,438.4
"6976",16.82,45,1022.05,37.28,468.22
"6977",23.79,50.16,1005.32,75.82,435.49
"6978",25.48,65.12,1016.12,53.66,447.85
"6979",23.56,51.86,1014.04,73.9,448.04
"6980",15.09,41.76,1022.4,76.22,463.27
"6981",18.77,49.39,1021.06,82.95,454.53
"6982",18.64,52.08,1004.24,99.9,451.3
"6983",9.77,44.68,1023.37,91.4,477.56
"6984",26.43,51.43,1006.3,71.48,441.01
"6985",4.95,42.07,1004.87,80.88,485.67
"6986",10.39,40.22,1004.95,91.65,476.49
"6987",18.9,56.03,1020.77,71.83,457.66
"6988",17.14,41.66,1010.97,57.66,463.38
"6989",28.28,68.67,1006.36,69.9,435.29
"6990",18.07,44.92,1024.72,69.15,457.53
"6991",28.06,68.24,1010.27,69.72,429.47
"6992",24.88,49.16,1006.04,64.54,445.18
"6993",31.46,66.54,1002.86,53.75,427.76
"6994",27.14,64.27,1012.71,54.4,441.68
"6995",22.05,48.14,1015.81,69.94,447.37
"6996",15.77,41.79,1007.96,80.69,455.87
"6997",18.18,67.71,1004.5,87.26,449.24
"6998",15.33,36.71,1013.99,73.89,468.36
"6999",25.98,60.95,1014.5,48.01,442.9
"7000",18.12,44.63,1001.26,89.72,453.55
"7001",23.84,63.47,1012.54,76.33,444.48
"7002",21.67,62.39,1007.98,92.96,445.85
"7003",23.86,66.54,1005.23,90.89,432.17
"7004",31.95,67.17,1007.11,61.58,432.6
"7005",17.96,47.83,1005,85.72,454.59
"7006",15,50.88,1014.04,100.12,459.37
"7007",21.97,58.95,1017.78,76.95,443.61
"7008",19.27,43.14,1013.17,39.85,463.14
"7009",30.21,69.4,1003.69,62.89,438.18
"7010",8.51,38.5,1013.33,64.28,482.39
"7011",8.51,39.96,1026.34,96.1,475.96
"7012",7.8,43.65,1018.92,60.77,479.78
"7013",15.6,41.7,1019.15,84.1,461.38
"7014",10.03,43.13,1014.85,70.09,482.16
"7015",22.38,71.85,1009.56,74.91,441.47
"7016",11.77,40.92,1021.85,81.55,467.31
"7017",29.84,74.87,1009.64,61.39,435.05
"7018",32.51,73.56,1007.06,59.6,435.23
"7019",14.47,41.76,1021.98,78.41,464
"7020",21.93,62.91,1013.45,74.62,449.17
"7021",31.85,69.04,1008.35,46.09,434.79
"7022",23.66,61.86,1013.33,83.09,444.27
"7023",18.83,63.91,1010.8,96.18,448.15
"7024",26.54,69.34,1009.5,87.18,435.51
"7025",17.51,41.85,1016.25,72.03,465.05
"7026",14.14,39.59,1010.84,96.02,465.23
"7027",30.68,71.25,999.98,68.99,433.47
"7028",23.24,51.95,1006.21,78.08,448.5
"7029",29.77,67.07,1005.82,48.38,433.89
"7030",14.04,40.56,1018.4,65.79,472.98
"7031",26.38,59.92,1009.99,71.91,444.85
"7032",5.28,42.07,1003.82,80.84,485.24
"7033",12.37,46.97,1013.95,90.76,464.4
"7034",13.86,35.71,1015.21,63.16,471.63
"7035",14.73,39.82,1012.67,80.82,470.41
"7036",30.12,69.68,1012.89,60.64,436.34
"7037",19.68,44.34,1019.49,49.5,468.27
"7038",8.27,35.77,1015.3,73.36,478.13
"7039",5.21,35.79,1011.5,95.08,484.03
"7040",31.13,67.45,1015.02,41.34,435.14
"7041",28.93,72.99,1007.23,64.41,434.45
"7042",17.05,44.88,1017.69,88.19,459.63
"7043",12.61,43.22,1013.41,78.94,466.85
"7044",4.93,35.19,1018.04,92.94,486.39
"7045",5.73,40.35,1012.24,91.84,490.5
"7046",24.57,72.24,1011.44,79.19,434.93
"7047",15.55,39.63,1004.98,89.82,466.83
"7048",23.43,71.97,1009.42,94.27,442.19
"7049",20.67,63.56,1013.27,79.39,450.7
"7050",5.95,35.57,1025.84,77.61,487.72
"7051",18.11,43.43,1008.65,73.3,451.38
"7052",11.02,39.96,1025.64,93.58,467.41
"7053",23.37,63.87,1016.67,60.44,446.42
"7054",23.22,69.04,1009.65,89.05,448.6
"7055",12.31,41.06,1021.19,74.38,475.76
"7056",15.34,41.23,996.87,86.56,465.16
"7057",28.69,67.25,1017.71,44.6,436.21
"7058",11.34,43.67,1011.54,87.95,472.77
"7059",6.02,41.38,1021.2,88.71,490.57
"7060",11.2,42.02,999.99,96.69,472.27
"7061",9.09,41.92,1029.36,91,478.98
"7062",29.47,65.51,1014.71,58.28,444.8
"7063",23.12,69.71,1008.98,84.41,442.21
"7064",10.29,41.46,1020.84,89.03,480.32
"7065",13.36,39.64,1010.3,93.26,471.89
"7066",18.38,55.28,1020.22,68.33,451.29
"7067",22.76,49.02,1007.5,88.56,442.84
"7068",28.19,62.6,1017.34,46.95,449.61
"7069",24.16,48.98,1015.19,42.55,459.27
"7070",29.75,73.5,1011.13,67.31,433.63
"7071",25.38,62.96,1019.98,56.88,444.83
"7072",21.98,59.39,1015.25,84.52,446.79
"7073",9.82,36.18,1019.18,65.8,475.21
"7074",27.5,65.34,1014.93,47.46,439.59
"7075",7.84,43.52,1022.23,96.51,483.79
"7076",23.49,47.45,1008.46,66.18,446.72
"7077",10.91,37.92,1008.66,66.53,473.72
"7078",12.95,41.23,993.74,96.35,469.05
"7079",7.92,41.66,1014.84,76.12,483.38
"7080",21.98,55.5,1017.89,57.9,457.29
"7081",9.39,41.79,1021.6,50.09,473.73
"7082",30.04,67.25,1017.57,38.14,434.83
"7083",14.56,39.39,1014.23,80.61,471.72
"7084",12.26,43.48,1016.41,72.95,467.83
"7085",18.87,60.07,1015.15,70.91,453.27
"7086",21.16,45.38,1014.65,73.06,458.63
"7087",27.65,67.07,1005.65,60.42,439.03
"7088",16.03,65.46,1013.96,87.56,455.17
"7089",14.45,44.84,1023.28,82.79,461
"7090",11.76,39.28,1016.9,91.06,478.07
"7091",13.83,43.22,1010.62,70.8,464.39
"7092",6.18,41.55,1001.58,98.79,484.87
"7093",14.82,40,1016.32,66.3,458.46
"7094",32.1,69.98,1013.31,55.84,431.09
"7095",15.11,45.01,1014.35,65.03,460.91
"7096",28.76,69.48,1008.62,55.86,430.14
"7097",5.54,45.87,1008.69,95.91,478.02
"7098",23.97,62.44,1013.64,88.5,442.46
"7099",19.77,54.42,1011.73,89.26,458.21
"7100",22.42,71.77,1005.5,90.62,435.06
"7101",25.57,66.54,1005.22,83.48,430.92
"7102",22.29,43.79,1015.68,41.75,461.23
"7103",19.55,39.39,1013.55,57.82,464.36
"7104",6.13,40.64,1020.69,94.57,481.13
"7105",25.21,46.21,1010.87,59.35,439.55
"7106",16.78,58.95,1017.74,96.24,450.02
"7107",17.55,45.87,1008.07,80.98,454.29
"7108",18.88,40.79,1004.98,92.65,459.06
"7109",20.32,49.16,1007.47,91.12,443.59
"7110",2.64,39.64,1011.02,85.24,481.29
"7111",22.88,69.45,1014.02,65.13,441.76
"7112",9.47,36.54,1007.93,77.65,475.48
"7113",31.98,64.05,1010.49,58.01,439.56
"7114",5.84,41.38,1020.34,82.41,489.4
"7115",25.23,60.84,1017.79,56.42,442.02
"7116",18.99,44.6,1014.7,40.11,463.48
"7117",28.16,73.21,1002.27,88.26,432.78
"7118",21.53,52.84,1005.06,88.22,444.04
"7119",23.13,72.24,1010.92,92.3,437.67
"7120",23.46,59.27,1010.6,79.79,445.57
"7121",28.62,59.14,1016.36,53.1,436.09
"7122",15.79,38.28,1014.4,74.84,465.64
"7123",23.19,45.61,1013.18,73.46,454.62
"7124",25.43,60.95,1014.62,51.39,444.65
"7125",31.52,76.2,1008.31,57.35,435.31
"7126",10.67,40.56,1022.39,77.92,482.36
"7127",6.25,39.64,1010.98,83.45,483.43
"7128",14.33,43.41,1015.43,55.4,462.94
"7129",27.62,68.27,1008.04,63.04,427.67
"7130",25.4,70.4,1006.8,94.78,439.04
"7131",9.83,41.17,1019.34,72.29,478.21
"7132",20.24,56.65,1020.72,62.9,455.49
"7133",28.42,73.5,1011.23,72.79,435.59
"7134",22.72,58.82,1012.54,77.72,448.67
"7135",24.59,72.24,1011.42,81.5,433.31
"7136",16.37,36.99,1006.37,90.11,463.76
"7137",8.52,41.55,1002.09,86.81,483.63
"7138",18.01,62.26,1011.89,89.29,451.14
"7139",27.02,72.58,1009.21,89.13,437.8
"7140",19.68,51.19,1008.64,94.88,452.04
"7141",10.38,43.02,1013.37,78.53,474.44
"7142",26.64,69.13,1010.6,79.23,430.41
"7143",8.09,43.02,1014.79,81.06,484.35
"7144",25.24,57.17,1010.44,74,442.77
"7145",21.8,65.94,1012.02,63.52,448.66
"7146",17.39,42.44,1013.72,73.79,461.55
"7147",16.84,39.63,1004.67,82.98,466.06
"7148",20.65,66.51,1014.94,71.83,456.49
"7149",15.56,41.1,1004.65,84.58,467.32
"7150",12.27,43.8,1023.21,57,468.55
"7151",5.6,38.91,1019.31,85.33,491.1
"7152",15.54,41.96,1011.78,97.46,467.1
"7153",22.83,58.62,1017.82,69.76,450.96
"7154",25.1,43.77,1010.9,49.68,444.99
"7155",20.91,58.2,1018.1,62.8,446.19
"7156",14.03,44.88,1019.6,57.63,465.51
"7157",20.71,46.63,1013.1,74.49,453.05
"7158",16.15,44.21,1020.76,85.41,462.02
"7159",5.15,35.19,1018.63,93.94,488.42
"7160",25.89,74.22,1007.43,81.55,433.73
"7161",6.24,35.77,1019.24,70.7,483.36
"7162",26.35,69.48,1008.45,70.47,435.23
"7163",10.94,39.04,1021.62,86.41,479.8
"7164",7.61,39.37,1015.84,83.73,483.74
"7165",28.56,69.51,1012.45,46.59,434.35
"7166",13,39.28,1016.7,81.94,473.6
"7167",8.82,34.69,1026.81,82.54,481.44
"7168",27.22,66.48,1004.59,52.66,436.06
"7169",15.08,42.77,1018.67,73.89,461.6
"7170",7.67,42.85,1012.02,93.35,478.94
"7171",11.83,44.6,1018.49,89.06,469.96
"7172",29.44,64.33,1011.4,61.78,442.32
"7173",30.36,74.87,1008.96,61.87,435.31
"7174",32.26,73.68,1014.75,60.9,426.48
"7175",28.86,73.4,1011.37,58.76,439.33
"7176",9.28,40.22,1009.23,88.43,480.73
"7177",10.52,41.78,1013.54,71.52,474.58
"7178",26.9,60.93,1007.1,67.32,435.87
"7179",24.86,44.05,1005.69,66.65,447.2
"7180",13.39,49.83,1007.14,90.88,466.04
"7181",27.98,71.98,1005.58,81,428.44
"7182",26.95,70.8,1009.73,82.95,436.8
"7183",3.2,41.31,997.67,98.84,489.86
"7184",13.45,42.44,1012.79,83.12,473.96
"7185",20.08,54.42,1011.79,89.35,457.14
"7186",30.07,70.98,1007.74,75.68,437.55
"7187",7.5,40.02,1031.39,82.53,476.01
"7188",33.59,79.05,1007.79,63.55,436.51
"7189",30.39,70.98,1007.55,72.76,435.48
"7190",21.64,44.05,1007.73,74.79,447.96
"7191",13.08,39.28,1012.41,77.98,474.13
"7192",13.39,44.58,1016.5,79.26,474.7
"7193",22.94,58.05,1012.27,80.12,433.77
"7194",28.07,64.09,1005.41,64.09,436.61
"7195",20.27,63.09,1016.6,90.7,446.75
"7196",11.83,43.14,1010.06,88.14,471.98
"7197",21.25,67.71,1006.9,55.76,444.98
"7198",24.35,60.27,1017.6,75.45,441.74
"7199",12.41,41.44,1015.46,76.9,472.06
"7200",28.61,68.12,1012.23,46.45,435.28
"7201",25.6,66.48,1006.16,69.34,435.12
"7202",13.11,42.99,1007.6,97,472.84
"7203",21.39,63.9,1013.44,70.95,449.38
"7204",12.41,37.92,1008.09,65.23,470.49
"7205",29.06,64.96,1000.88,62.07,430.24
"7206",18.38,62.1,1020.12,77.27,452.91
"7207",16.6,41.93,1022.01,48.98,467.51
"7208",31.18,74.34,1003.81,63.59,434.15
"7209",27.88,62.66,1009.51,56.44,441.32
"7210",26.18,68.08,1012.92,55.7,436.51
"7211",15.07,39.82,1012.78,84.46,471.31
"7212",21.47,50.12,1009.19,93.68,448.11
"7213",10.35,44.2,1018.46,88.6,478.36
"7214",20.3,44.9,1008.25,64.08,457.6
"7215",26.94,66.48,1005.46,60.62,440.12
"7216",25.72,47.45,1007.74,58.35,442.78
"7217",24.19,58.95,1017.78,58.78,441.91
"7218",20.71,49.69,1010.26,69.97,455.69
"7219",7.81,39.64,1011.42,86.68,482.22
"7220",27.11,48.6,1002.78,53.39,439.4
"7221",21.26,51.43,1009.96,80.66,455.45
"7222",29.12,73.06,1009.98,80.21,434.9
"7223",17.3,43.72,1009.64,77.86,456.55
"7224",15.02,42.07,1017.89,83.68,460.82
"7225",12.79,41.62,1010.52,81.83,466.91
"7226",19.89,51.43,1007.38,91.79,448.85
"7227",18.39,38.52,1019.66,66.93,453.89
"7228",22.8,69.23,1011.8,76.95,439.3
"7229",21.98,58.79,1010.72,86.85,448.84
"7230",20.01,68.63,1012.34,69.49,454.5
"7231",27.2,77.95,1009.48,78.53,433.39
"7232",14.07,42.99,1007.57,96.05,468.87
"7233",20.29,49.69,1008.94,69.91,454.74
"7234",28.22,76.2,1006.11,62.17,437.62
"7235",29.98,47.93,1002.46,42.73,438.79
"7236",18.55,43.69,1016.84,47.95,465.2
"7237",23.74,49.21,1012.78,42.5,447.67
"7238",19.13,42.18,1001.45,98.77,456.04
"7239",28.85,68.12,1012.05,46.31,436.15
"7240",22.76,58.96,1013.85,55.95,454.05
"7241",33.2,70.8,1008.75,59.41,430.71
"7242",30.85,70.94,1007.47,54.79,431.77
"7243",8.07,43.69,1017.05,87.34,485.18
"7244",24.78,66.49,1010.55,68.12,436.62
"7245",12.45,43.67,1013.61,91.34,474.27
"7246",32.8,68.67,1005.27,44.53,432.28
"7247",29.7,57.19,1008.41,55.07,436.29
"7248",5.4,39.4,1011.45,91.84,485.86
"7249",15.85,42.28,1007.4,82.12,467.3
"7250",9.16,41.03,1021.3,76.08,484.96
"7251",21.53,59.8,1016.46,74.72,454.99
"7252",18.16,39.99,1008.13,68.5,461.16
"7253",12.31,44.03,1007.78,94.42,468.13
"7254",23.77,64.15,1021.02,55.87,448.43
"7255",24.94,67.69,1008.86,68.97,439.08
"7256",22.53,70.98,1005.48,93.95,440.96
"7257",17.04,56.03,1020.38,68.69,462.48
"7258",10.48,40,1021.35,88.52,478.86
"7259",7.08,39.99,1010.55,91.44,482.83
"7260",29.95,73.42,1011.44,66.32,432.81
"7261",13.56,42.34,1017.95,93.83,462.6
"7262",8.16,39.72,1020.54,82.11,480.21
"7263",18.95,46.21,1013.47,81.22,457.58
"7264",33.45,73.88,1006.23,44.14,435.48
"7265",28.03,60.23,1010.23,66.04,438.88
"7266",25.19,63.94,1012.78,75.15,438.73
"7267",29.9,64.79,1016.9,48.24,441.41
"7268",24.13,45.61,1012.63,71.36,453.19
"7269",25.6,56.9,1006.35,81.58,437.82
"7270",19.83,51.43,1007.36,91.64,449.45
"7271",11.75,40.55,1018.09,97.7,472.43
"7272",6.28,41.06,1020.96,90.91,489.79
"7273",26.12,70.47,1009.93,72.13,434.67
"7274",7.92,36.08,1021.01,81.84,482.98
"7275",13.63,40.92,1021.89,80.5,462.4
"7276",23.84,68.94,1007.45,71.35,436.05
"7277",5.25,40.07,1019.48,67.7,495.23
"7278",13.91,44.58,1021.36,78.98,472.67
"7279",10.63,44.2,1018.63,90.26,477.19
"7280",22.48,67.45,1014.77,63.9,445.55
"7281",27.36,66.54,1011.31,45.3,436.69
"7282",27.99,66.91,1008.47,59.63,439.74
"7283",30.93,71.85,1008.63,58.47,427.82
"7284",20.37,44.58,1016.77,66.22,463.2
"7285",7.01,37.8,1021.47,62.84,483.95
"7286",16.98,63.09,1020.44,95.18,450.55
"7287",30.03,70.02,1010.07,64.2,436.88
"7288",6.34,40.64,1020.62,94.39,478.78
"7289",14.59,35.71,1015.19,54.13,469.32
"7290",10.72,41.17,1019.68,60.71,479.21
"7291",26.89,56.85,1012.27,43.84,436.44
"7292",11.84,39.28,1016.97,90.52,477.51
"7293",29.59,71.77,1006.33,62.35,426.62
"7294",12.02,39.69,1006.05,84.66,470.17
"7295",18.89,43.56,1012.79,38.63,463.91
"7296",18.18,50.16,1010.22,99.73,451.14
"7297",27.82,52.84,1006.23,52.18,440.31
"7298",20.77,51.3,1013.89,88.72,450.97
"7299",28.21,73.06,1008.26,86.29,430.46
"7300",15.86,43.67,1011.11,82.24,465.46
"7301",25.65,69.23,1012.55,62.02,435.25
"7302",31.18,70.36,1006.38,56.74,438.46
"7303",10.05,40.23,1019.71,90.41,475.48
"7304",30.33,70.36,1006.72,70.31,438.47
"7305",26.19,73.77,1001.31,91.87,433.34
"7306",28.09,70.02,1010.84,51.29,437.83
"7307",19.02,47.45,1007.44,76.76,453.08
"7308",15.49,40.89,1007.16,82.16,465.37
"7309",23.26,64.05,1012.96,88.31,442.75
"7310",15.99,43.34,1014.2,78.66,465.96
"7311",23.95,60.37,1004.96,79.48,440.9
"7312",30.91,70.32,1011.92,65.59,433.71
"7313",8.35,42.85,1010.46,90.13,483.63
"7314",7,38.5,1014.09,81.32,489.52
"7315",20.53,49.16,1007.11,90.02,444.69
"7316",25.04,65.48,1017.66,57.08,440.92
"7317",24.51,51.95,1005.57,63.53,449.73
"7318",21.23,68.08,1012.82,74.57,445.41
"7319",7.01,40.72,1024,86.37,489.64
"7320",16.78,41.35,1000.23,70.52,459.64
"7321",9.08,40.02,1031.2,75.34,476.69
"7322",30.78,69.14,1007.27,62.77,433.96
"7323",23.02,63.47,1012.21,80.61,443.66
"7324",25.56,74.67,1016.62,76.1,435.81
"7325",17.53,42.24,1016.9,60.95,470.63
"7326",21.12,62.96,1020.83,69.96,454.65
"7327",13.01,41.49,1019.82,92.86,466.5
"7328",7.47,40.07,1015.45,50.3,489.59
"7329",13.17,36.71,1012.82,72.76,474.93
"7330",15.25,43.02,1012.04,41.43,467.23
"7331",28.89,70.72,1009.36,70.33,433.02
"7332",27.19,62.91,1011.57,53.66,444.8
"7333",21.46,74.87,1009.23,86.58,445.5
"7334",32.16,76.2,1008.04,51.74,433.29
"7335",25.42,68.08,1011.2,76.58,433.82
"7336",22.83,59.43,1005.51,83.93,440.76
"7337",15.63,41.79,1006.7,78.28,455.24
