"","V1","V2","V3","V4","V5","Output"
"1483",1600,15.6,0.1016,71.3,0.0437259,121.528
"1484",2000,15.6,0.1016,71.3,0.0437259,119.888
"1485",2500,15.6,0.1016,71.3,0.0437259,118.998
"1486",3150,15.6,0.1016,71.3,0.0437259,116.468
"1487",4000,15.6,0.1016,71.3,0.0437259,113.298
"1488",200,15.6,0.1016,39.6,0.0528487,123.514
"1489",250,15.6,0.1016,39.6,0.0528487,124.644
"1490",315,15.6,0.1016,39.6,0.0528487,122.754
"1491",400,15.6,0.1016,39.6,0.0528487,120.484
"1492",500,15.6,0.1016,39.6,0.0528487,115.304
"1493",630,15.6,0.1016,39.6,0.0528487,118.084
"1494",800,15.6,0.1016,39.6,0.0528487,118.964
"1495",1000,15.6,0.1016,39.6,0.0528487,119.224
"1496",1250,15.6,0.1016,39.6,0.0528487,118.214
"1497",1600,15.6,0.1016,39.6,0.0528487,114.554
"1498",2000,15.6,0.1016,39.6,0.0528487,110.894
"1499",2500,15.6,0.1016,39.6,0.0528487,110.264
"1500",3150,15.6,0.1016,39.6,0.0528487,109.254
"1501",4000,15.6,0.1016,39.6,0.0528487,106.604
"1502",5000,15.6,0.1016,39.6,0.0528487,106.224
"1503",6300,15.6,0.1016,39.6,0.0528487,104.204
